Data diagnòstic laboratori/fecha diagnóstico laboratorio;C.Valenciana;Homes/Hombres;Dones/Mujeres;Prov. Alacant/Alicante;Prov. Castelló/Castellón;Prov. València;DEPARTAMENT DE SALUT DE VINAROS;DEPARTAMENT DE SALUT DE CASTELLO;DEPARTAMENT DE SALUT DE LA PLANA;DEPARTAMENT DE SALUT DE SAGUNT;DEPARTAMENT DE SALUT DE VCIA CLINIC-LA MALVA-ROSA;DEPARTAMENT DE SALUT VCIA ARNAU DE VILANOVA LLIRIA;DEPARTAMENT DE SALUT DE VALENCIA - LA FE;DEPARTAMENT DE SALUT DE REQUENA;DEPARTAMENT DE SALUT DE VALENCIA -HOSPITAL GENERAL;DEPARTAMENT DE SALUT DE VALENCIA - DOCTOR PESET;DEPARTAMENT DE SALUT DE LA RIBERA;DEPARTAMENT DE SALUT DE GANDIA;DEPARTAMENT DE SALUT DE DENIA;DEPARTAMENT DE SALUT DE XATIVA - ONTINYENT;DEPARTAMENT DE SALUT D'ALCOI;DEPARTAMENT DE SALUT DE LA MARINA BAIXA;DEPARTAMENT DE SALUT D'ALACANT-SANT JOAN D'ALACANT;DEPARTAMENT DE SALUT D'ELDA;DEPARTAMENT DE SALUT D'ALACANT - HOSPITAL GENERAL;DEPARTAMENT DE SALUT D'ELX - HOSPITAL GENERAL;DEPARTAMENT DE SALUT D'ORIHUELA;DEPARTAMENT DE SALUT DE TORREVIEJA;DEPARTAMENT DE SALUT DE MANISES;DEPARTAMENT DE SALUT D'ELX-CREVILLENT
2020-08-04;347;165;182;66;6;275;3;2;1;0;45;26;29;5;34;107;15;1;8;0;3;4;8;3;3;9;4;15;13;9
2020-08-05;357;172;185;73;9;275;3;6;0;1;54;35;24;2;51;61;6;3;9;6;4;1;3;0;10;15;11;6;32;14
2020-08-06;324;151;173;55;14;255;3;8;2;4;44;29;75;2;43;30;3;2;3;6;5;3;6;5;5;9;7;4;18;8
2020-08-07;315;154;161;59;17;239;4;7;6;4;29;44;43;2;44;29;14;3;6;2;2;8;4;2;4;14;1;4;25;14
2020-08-08;282;137;145;86;16;180;4;8;4;3;23;30;29;2;13;59;1;0;10;4;3;7;4;2;16;17;13;8;16;6
2020-08-09;173;82;91;31;7;135;1;5;1;2;17;19;25;0;42;12;4;0;1;2;0;12;1;0;5;1;3;3;12;5
2020-08-10;295;142;153;95;18;182;3;12;2;6;29;43;31;1;12;22;11;5;12;6;1;18;15;2;6;6;13;13;17;9
2020-08-11;353;183;170;56;23;274;4;16;1;8;41;41;42;1;46;50;11;5;6;11;1;16;0;9;2;10;0;7;20;5
2020-08-12;443;226;217;103;37;303;13;21;2;3;49;34;46;4;62;41;18;7;17;26;9;14;4;5;10;7;10;18;14;9
2020-08-13;479;244;235;130;20;329;1;12;6;10;52;29;57;6;56;65;9;9;10;3;6;31;11;0;20;5;10;23;34;14
2020-08-14;528;275;253;124;25;379;2;13;10;10;52;64;45;3;61;91;6;7;25;5;2;19;7;9;17;9;9;18;35;9
2020-08-15;369;199;170;96;18;255;0;12;6;3;19;18;64;1;72;40;6;5;10;9;3;31;9;3;11;4;13;11;18;1
2020-08-16;199;108;91;83;13;103;7;3;3;1;11;10;23;2;31;4;6;1;6;2;0;21;5;0;8;7;9;15;12;12
2020-08-17;320;160;160;146;18;156;2;11;5;7;21;31;19;1;14;23;7;9;17;3;7;53;6;5;12;5;20;15;21;6
2020-08-18;504;250;254;110;22;372;5;14;3;2;63;39;51;0;39;99;28;6;27;17;7;6;9;3;7;14;17;17;28;3
2020-08-19;564;274;290;150;44;370;5;24;14;10;45;23;60;0;83;79;19;11;23;3;8;23;15;4;12;11;25;16;38;13
2020-08-20;567;278;289;151;39;377;4;24;10;8;58;49;45;1;57;82;19;11;43;22;5;23;16;6;27;8;8;13;26;2
2020-08-21;693;346;347;178;52;463;5;39;7;10;41;40;98;3;51;121;8;12;38;51;14;22;21;15;17;18;9;18;29;6
2020-08-22;628;288;340;134;89;405;18;65;6;12;36;33;72;5;84;90;15;18;24;20;9;12;18;5;24;10;18;12;20;2
2020-08-23;277;130;147;77;23;177;4;16;2;3;26;16;21;5;49;16;9;5;15;12;1;4;6;3;20;6;6;11;16;5
2020-08-24;498;245;253;170;33;295;7;14;12;6;37;22;9;6;26;37;15;34;53;36;7;36;19;5;25;0;10;8;67;7
2020-08-25;520;268;252;156;64;300;6;42;16;10;48;33;30;3;53;57;28;14;22;11;17;24;10;1;20;5;23;21;13;13
2020-08-26;687;331;356;144;76;467;13;47;13;11;67;41;57;5;92;65;18;47;26;53;16;24;10;8;15;11;8;17;14;9
2020-08-27;712;344;368;190;92;430;4;69;19;7;53;35;50;5;110;71;31;10;42;35;18;16;19;1;61;10;9;10;23;4
2020-08-28;846;408;438;219;66;561;0;57;6;29;59;45;52;0;77;95;26;60;29;64;15;20;30;23;53;8;14;15;57;12
2020-08-29;719;324;395;160;96;463;7;64;23;14;37;13;50;12;89;55;20;49;39;94;11;11;11;2;46;8;3;17;32;12
2020-08-30;345;153;192;117;34;194;3;23;8;5;1;8;21;0;51;68;11;3;16;21;0;14;8;0;15;9;24;24;5;7
2020-08-31;460;238;222;185;36;239;3;25;8;8;26;14;27;1;32;57;24;28;26;15;9;41;23;1;45;7;21;9;7;3
2020-09-01;581;298;283;191;51;339;4;33;13;12;45;42;38;1;55;48;28;62;41;2;10;15;19;0;55;10;25;10;7;6
2020-09-02;767;367;400;297;84;386;11;52;19;20;30;32;79;4;63;82;14;23;46;27;15;17;31;14;23;15;43;77;14;16
2020-09-03;628;306;322;265;70;293;6;49;13;11;39;20;53;0;56;41;21;21;40;26;11;27;42;15;49;11;19;41;7;10
2020-09-04;706;332;374;259;79;368;13;44;22;10;31;35;49;8;44;66;30;37;17;47;9;33;49;17;37;20;38;29;11;10
2020-09-05;533;255;278;159;59;315;6;28;24;30;34;22;38;11;55;32;16;23;40;33;2;15;8;32;30;6;2;11;22;13
2020-09-06;341;170;171;136;24;181;5;16;3;1;20;5;15;5;30;35;7;12;27;48;0;29;22;4;21;6;11;6;3;10
2020-09-07;424;215;209;201;39;184;2;30;7;4;20;28;20;1;35;17;14;21;13;11;4;35;41;19;33;7;25;18;13;6
2020-09-08;666;315;351;257;69;340;8;34;23;15;36;27;50;2;60;60;42;18;40;13;6;36;63;13;38;12;9;22;21;18
2020-09-09;707;349;358;291;92;324;10;62;16;18;55;16;38;11;45;36;20;14;23;49;10;39;42;19;49;10;22;44;26;33
2020-09-10;701;319;382;283;46;372;9;22;14;10;46;23;58;1;45;36;39;21;32;43;11;26;30;37;47;28;28;27;51;17
2020-09-11;749;377;372;318;76;355;12;53;10;11;45;30;25;2;66;40;33;17;29;63;13;52;38;35;59;18;39;18;24;17
2020-09-12;489;253;236;174;45;270;0;35;8;9;30;12;24;6;42;33;49;12;19;44;11;10;37;24;37;10;1;12;11;13
2020-09-13;328;157;171;126;36;166;3;23;8;2;9;9;15;6;10;7;34;16;23;37;1;11;20;8;28;14;1;3;23;17
2020-09-14;440;237;203;260;36;144;8;20;8;1;14;10;19;1;11;10;27;13;11;1;3;39;37;68;34;19;32;6;37;11
2020-09-15;513;254;259;185;50;278;4;37;9;5;19;27;38;1;41;25;57;13;19;30;4;17;13;7;43;13;47;12;22;10
2020-09-16;614;293;321;239;63;312;7;35;18;18;23;30;32;2;29;48;53;11;17;37;8;16;30;23;52;27;31;11;32;24
2020-09-17;501;232;269;235;43;223;11;15;16;7;28;17;27;3;38;20;29;10;24;31;6;11;48;11;47;17;20;24;14;27
2020-09-18;592;281;311;177;84;331;2;53;29;26;53;59;44;1;34;36;30;9;19;21;9;12;33;12;47;20;4;12;18;9
2020-09-19;425;201;224;211;37;177;1;20;16;3;26;7;13;5;33;28;24;4;11;18;11;8;22;36;44;35;14;4;16;26
2020-09-20;271;148;123;111;31;129;0;22;9;0;7;13;8;1;22;8;33;1;8;33;2;4;33;0;14;9;18;12;3;11
2020-09-21;363;165;198;166;36;161;5;22;9;6;27;28;29;2;24;10;14;11;3;2;15;23;14;29;25;31;4;7;8;15
2020-09-22;544;274;270;198;65;281;5;35;25;13;42;27;17;0;23;64;37;25;20;11;9;3;30;32;37;35;9;9;22;14
2020-09-23;516;250;266;177;57;282;14;30;12;20;36;34;37;4;35;19;32;18;12;24;20;10;21;16;28;29;26;7;24;8
2020-09-24;523;266;257;211;63;249;12;35;16;16;41;38;29;1;30;22;28;5;10;24;23;13;24;28;52;25;13;8;15;15
2020-09-25;518;257;261;233;82;203;11;48;23;5;33;22;29;0;27;23;25;5;5;20;18;20;17;43;26;24;32;16;14;32
2020-09-26;382;196;186;118;63;201;0;38;23;15;44;17;7;6;21;48;12;8;4;15;8;5;19;2;24;10;26;10;10;10
2020-09-27;215;103;112;72;27;116;8;9;10;0;37;6;11;0;13;13;12;1;1;22;1;1;6;0;18;9;25;2;1;9
2020-09-28;290;142;148;124;39;127;4;21;13;5;24;14;19;2;14;20;16;6;5;4;8;15;7;5;18;39;8;7;4;12
2020-09-29;412;205;207;144;65;203;8;31;25;11;34;15;15;1;36;28;35;10;6;6;2;4;12;30;20;24;24;9;13;13
2020-09-30;489;229;260;162;83;244;12;38;31;23;31;18;25;5;42;24;27;14;3;15;14;7;14;29;25;26;16;11;22;17
2020-10-01;486;235;251;164;68;254;4;41;18;17;37;21;20;12;33;45;19;10;5;26;8;13;19;27;20;20;26;8;19;18
2020-10-02;525;273;252;209;53;263;6;25;22;11;44;17;15;6;41;41;24;10;4;33;1;5;27;27;21;36;49;14;21;25
2020-10-03;382;186;196;142;41;199;4;17;20;5;44;28;14;12;26;30;8;11;2;14;13;4;25;19;23;24;8;9;7;15
2020-10-04;225;114;111;71;31;123;3;23;5;8;30;6;14;8;18;11;10;1;2;17;2;1;0;5;15;8;24;8;0;6
2020-10-05;480;249;231;234;34;212;3;23;8;15;50;27;17;8;21;19;14;7;10;17;8;13;20;29;21;32;84;10;17;7
2020-10-06;634;300;334;208;47;379;4;23;18;121;58;26;27;4;36;48;21;4;2;16;8;4;12;32;42;30;53;10;20;15
2020-10-07;602;289;313;211;63;328;9;30;21;17;36;34;38;8;50;48;26;8;4;44;10;1;16;36;30;31;41;16;22;26
2020-10-08;689;323;366;284;53;352;11;26;16;14;62;44;28;5;66;35;42;12;5;23;9;7;21;56;28;37;72;10;21;39
2020-10-09;489;254;235;170;70;249;13;32;25;26;24;37;40;10;11;48;16;0;3;10;5;6;21;10;36;27;34;4;27;24
2020-10-10;383;204;179;173;33;177;3;15;15;3;45;21;30;5;13;18;10;11;2;7;10;8;25;19;20;25;35;7;14;22
2020-10-11;332;175;157;103;49;180;7;28;14;3;21;6;36;13;7;24;40;2;6;25;8;2;2;3;7;16;30;5;3;24
2020-10-12;296;157;139;138;21;137;2;6;13;3;35;12;14;7;11;12;26;13;5;1;17;0;2;11;15;7;45;15;3;21
2020-10-13;579;273;306;206;43;330;6;14;22;26;48;47;51;4;41;28;48;10;3;24;7;10;17;61;19;23;34;13;4;19
2020-10-14;1036;518;518;334;114;588;11;61;34;73;105;42;77;3;75;73;64;9;9;30;23;11;29;62;39;57;67;10;45;27
2020-10-15;938;457;481;310;79;549;11;37;22;46;66;56;72;12;63;81;74;16;3;40;20;5;23;70;18;60;73;14;32;24
2020-10-16;1049;500;549;378;102;569;5;77;15;51;132;25;87;10;41;73;74;17;6;25;31;18;30;86;47;23;82;25;39;30
2020-10-17;949;434;515;292;100;557;21;47;27;29;112;69;66;18;76;73;72;0;6;18;21;14;21;43;26;54;59;18;29;30
2020-10-18;409;185;224;115;34;260;14;8;12;3;53;22;26;15;20;18;41;24;4;30;2;0;15;4;22;20;19;15;8;14
2020-10-19;816;403;413;383;84;349;25;32;23;22;42;46;31;19;29;47;81;19;8;10;22;20;42;77;32;35;102;15;6;31
2020-10-20;1290;646;644;461;139;690;34;60;35;53;128;87;70;5;82;107;90;14;15;21;17;20;33;129;47;50;89;13;43;48
2020-10-21;1557;750;807;594;165;798;37;64;63;27;93;113;100;23;123;124;78;32;21;44;41;28;44;108;51;73;129;38;42;61
2020-10-22;1521;759;762;579;165;777;32;62;70;21;106;88;109;18;97;117;71;41;17;64;28;16;36;123;62;76;117;34;46;70
2020-10-23;1869;869;1000;610;183;1076;42;67;65;49;213;99;107;12;149;130;119;54;27;93;38;18;53;183;44;72;82;25;60;68
2020-10-24;1272;630;642;359;158;755;41;80;37;24;183;55;72;21;104;121;92;30;9;26;39;9;20;63;42;69;59;16;27;33
2020-10-25;758;374;384;264;95;399;54;14;27;8;94;16;49;24;23;39;46;37;10;41;4;8;26;50;30;24;61;22;22;29
2020-10-26;1308;650;658;579;102;627;31;34;34;62;114;55;67;22;58;60;62;49;18;37;41;21;39;95;42;51;138;70;44;64
2020-10-27;1789;845;944;599;175;1015;41;99;24;47;204;102;113;18;128;137;97;57;27;66;47;19;35;127;44;79;89;50;57;82
2020-10-28;1923;880;1043;573;240;1110;48;102;84;44;184;149;132;7;171;129;112;44;19;67;58;24;55;142;37;53;80;34;77;71
2020-10-29;1938;907;1031;584;161;1193;38;79;34;41;238;139;156;21;153;156;142;24;12;79;45;22;32;130;45;46;157;39;54;56
2020-10-30;1983;918;1065;673;165;1145;54;53;53;57;211;145;129;15;155;170;94;43;20;62;58;28;63;196;43;51;112;40;69;62
2020-10-31;1576;722;854;459;222;895;32;111;72;37;172;87;126;13;116;134;92;39;8;40;31;13;47;91;33;57;86;34;46;59
2020-11-01;839;424;415;386;95;358;32;22;39;8;50;15;15;8;50;43;68;39;5;42;26;3;27;126;56;30;50;27;22;36
2020-11-02;1587;765;822;629;147;811;61;37;47;49;91;146;99;12;106;65;75;52;19;57;52;21;17;291;42;13;96;34;61;44
2020-11-03;2079;991;1088;653;229;1197;45;112;50;82;216;153;124;25;157;159;93;78;32;61;57;22;34;178;96;40;102;35;71;57
2020-11-04;2313;1103;1210;756;268;1289;75;113;77;45;181;156;166;29;149;204;131;64;20;70;85;27;67;186;70;70;106;57;97;68
2020-11-05;2321;1092;1229;743;259;1319;72;102;78;46;205;125;193;33;130;140;159;91;26;135;83;16;40;246;61;49;108;46;69;68
2020-11-06;2203;1061;1142;745;220;1238;54;114;45;62;221;148;132;30;172;111;83;82;12;117;58;30;55;173;94;74;115;67;87;67
2020-11-07;1764;838;926;561;224;979;62;102;54;51;186;86;101;28;104;106;128;79;10;72;34;17;41;126;72;40;139;52;44;30
2020-11-08;998;461;537;381;113;504;36;34;38;20;27;79;38;15;43;91;95;29;5;56;23;10;14;90;34;27;67;67;16;44
2020-11-09;1429;735;694;547;179;703;46;69;55;54;118;103;84;21;72;69;69;29;13;42;45;19;58;141;67;36;68;43;51;57
2020-11-10;1854;889;965;641;228;985;50;118;52;46;121;150;114;27;129;126;73;57;16;66;83;6;69;166;66;68;76;43;84;48
2020-11-11;2313;1067;1246;665;213;1435;61;92;51;60;188;245;142;15;226;164;124;61;21;115;58;15;70;183;44;59;85;63;104;67
2020-11-12;1896;894;1002;544;191;1161;54;81;47;55;175;124;102;35;145;120;118;55;18;138;42;14;34;133;47;48;84;65;103;59
2020-11-13;2012;937;1075;703;231;1078;48;98;79;65;144;175;117;26;98;109;78;69;13;119;36;15;78;185;131;58;88;55;84;44
2020-11-14;1384;637;747;493;182;709;34;86;51;54;117;70;69;2;88;81;96;22;8;77;43;16;31;94;56;33;91;68;44;53
2020-11-15;775;380;395;297;54;424;18;13;21;19;39;23;41;23;73;45;50;21;2;73;28;11;15;112;38;8;36;20;19;27
2020-11-16;1107;540;567;404;97;606;35;47;14;36;99;78;53;9;84;53;36;62;14;53;33;20;19;114;54;14;65;46;44;25
2020-11-17;1729;833;896;538;153;1038;30;82;36;55;156;134;125;13;156;96;77;57;5;101;54;21;54;173;60;44;50;29;73;48
2020-11-18;1764;854;910;554;169;1041;34;92;41;81;132;119;102;27;143;144;87;76;12;58;44;11;78;153;67;42;39;52;74;56
2020-11-19;1602;743;859;504;121;977;22;59;36;36;123;103;122;26;180;130;61;47;13;73;53;18;57;99;62;60;41;50;80;51
2020-11-20;1626;777;849;470;168;988;17;70;75;70;132;67;144;15;135;137;83;53;14;83;63;15;39;117;47;39;42;51;75;43
2020-11-21;1015;512;503;296;91;628;8;35;42;34;94;37;54;12;104;127;42;34;1;43;25;15;28;73;45;31;22;20;53;36
2020-11-22;595;301;294;291;30;274;1;6;22;13;11;22;43;9;15;18;51;11;2;53;14;17;6;84;16;17;60;33;29;42
2020-11-23;981;457;524;316;75;590;23;22;23;39;87;60;55;5;61;72;48;47;17;79;40;29;30;65;39;21;25;28;44;22
2020-11-24;1398;672;726;470;115;813;26;54;31;39;97;91;83;12;116;115;51;50;23;96;52;32;42;134;61;37;36;24;67;29
2020-11-25;1332;670;662;452;81;799;10;35;27;63;101;112;74;10;96;101;50;83;21;64;55;27;30;126;42;51;29;29;54;42
2020-11-26;1198;589;609;331;101;766;25;29;43;19;124;90;96;12;130;95;45;57;17;49;30;14;28;99;28;46;19;22;53;28
2020-11-27;1076;508;568;315;95;666;19;44;28;34;98;77;54;17;95;91;47;50;16;49;18;21;26;78;51;33;33;14;58;25
2020-11-28;843;403;440;238;81;524;23;24;32;20;77;46;74;5;67;78;50;45;7;31;32;9;40;40;29;22;13;19;33;27
2020-11-29;412;179;233;145;47;220;8;23;16;2;18;14;21;11;40;13;26;17;15;45;15;14;3;17;28;9;7;9;13;28
2020-11-30;776;376;400;218;77;481;16;17;37;26;75;101;41;11;40;35;42;58;14;33;29;20;12;19;40;24;31;4;26;25
2020-12-01;1202;559;643;351;112;739;18;43;45;21;85;109;64;20;113;112;78;41;11;51;21;23;30;82;66;34;31;21;51;32
2020-12-02;1172;557;615;291;119;762;21;35;56;40;126;79;72;18;128;76;64;63;22;50;20;31;20;54;47;29;19;16;53;33
2020-12-03;1131;536;595;346;92;693;19;26;44;34;61;55;93;21;96;97;68;53;26;71;25;22;34;43;54;29;43;21;47;49
2020-12-04;1180;580;600;323;103;754;28;26;47;35;100;118;77;24;108;92;44;30;20;63;17;27;29;50;69;28;23;12;65;48
2020-12-05;776;369;407;212;67;497;9;25;32;17;67;32;57;18;74;67;47;33;11;50;11;18;30;22;25;29;18;7;36;41
2020-12-06;465;243;222;113;41;311;6;11;24;6;35;41;54;18;20;21;34;17;6;49;2;15;4;7;16;15;23;14;15;12
2020-12-07;679;338;341;223;72;384;19;14;28;47;32;43;35;14;55;26;41;34;18;29;12;29;16;24;26;23;19;12;39;44
2020-12-08;567;273;294;175;64;328;19;19;26;8;21;30;14;34;34;16;49;24;9;59;11;12;15;11;42;27;18;13;39;17
2020-12-09;997;472;525;317;127;553;31;45;42;34;64;93;25;17;81;48;61;48;17;51;23;37;28;48;50;42;28;15;39;29
2020-12-10;1745;812;933;451;165;1129;57;46;51;46;187;135;107;18;173;122;73;69;30;102;31;46;61;89;56;43;38;21;108;36
2020-12-11;1807;863;944;477;190;1140;44;66;59;49;141;144;107;39;152;127;119;68;42;124;28;46;72;47;88;50;44;22;91;38
2020-12-12;1479;694;785;425;175;879;52;67;49;31;170;106;93;14;121;119;78;37;43;48;9;53;78;25;59;60;36;20;69;42
2020-12-13;709;379;330;240;84;385;17;21;42;11;40;33;44;22;26;27;42;38;32;92;8;23;32;9;50;19;21;11;14;35
2020-12-14;1628;832;796;530;161;937;46;33;75;43;103;139;61;17;94;72;80;127;50;133;34;86;52;41;81;57;49;25;75;55
2020-12-15;2061;1005;1056;611;243;1207;43;106;79;65;146;148;133;21;126;183;104;103;50;87;59;65;100;70;75;76;47;23;106;46
2020-12-16;2324;1069;1255;779;238;1307;47;98;84;80;153;158;126;32;194;128;116;93;166;112;48;100;87;37;110;79;64;25;124;63
2020-12-17;2119;1035;1084;751;184;1184;47;60;54;66;180;156;113;21;138;131;101;93;89;106;50;96;100;74;105;92;47;26;102;72
2020-12-18;2412;1073;1339;728;252;1432;40;101;77;105;193;166;99;35;183;160;110;144;96;180;66;105;67;56;86;89;58;37;90;68
2020-12-19;1820;871;949;557;227;1036;40;95;75;57;134;84;126;26;128;104;85;68;54;157;37;91;66;13;91;77;50;26;84;52
2020-12-20;901;435;466;344;100;457;16;27;53;16;62;63;36;12;55;40;62;9;30;73;29;71;26;8;52;35;23;18;33;52
2020-12-21;2057;986;1071;711;202;1144;42;76;66;75;164;127;133;48;122;113;93;81;71;133;74;110;107;65;80;61;52;28;73;63
2020-12-22;2754;1335;1419;907;275;1572;66;86;88;112;201;206;143;38;239;185;94;114;79;159;75;115;139;126;105;96;54;42;116;76
2020-12-23;3049;1440;1609;1097;229;1723;37;110;62;111;294;241;149;33;215;148;109;99;117;208;109;114;160;91;144;133;64;52;136;113
2020-12-24;2351;1077;1274;717;266;1368;46;98;84;93;85;169;134;37;163;156;68;182;81;177;69;86;86;36;95;87;79;29;142;69
2020-12-25;1129;544;585;397;145;587;21;41;79;16;44;66;38;23;54;28;107;18;59;149;39;49;30;17;59;38;41;19;48;46
2020-12-26;1545;736;809;544;141;860;28;67;35;59;172;81;65;30;84;115;90;65;76;54;55;79;60;40;81;62;40;14;56;37
2020-12-27;1437;653;784;534;102;801;11;47;39;20;66;81;188;41;52;66;125;30;85;109;48;82;43;42;72;68;42;11;28;41
2020-12-28;2816;1263;1553;1060;268;1488;50;103;92;127;166;195;127;63;139;113;224;118;81;140;124;171;106;111;132;117;87;51;99;80
2020-12-29;3619;1753;1866;1252;377;1990;45;193;92;175;255;233;188;37;244;265;141;109;110;196;139;103;168;134;193;135;139;63;194;68
2020-12-30;4231;2014;2217;1468;390;2373;37;190;126;155;389;302;223;54;302;264;193;170;102;196;178;119;241;166;194;138;148;62;162;119
2020-12-31;3396;1619;1777;1249;353;1794;36;161;109;104;131;251;178;45;197;169;257;103;155;228;167;156;126;73;123;144;140;87;178;78
2021-01-01;2018;943;1075;805;183;1030;48;73;57;17;70;168;55;45;126;53;159;23;96;195;85;112;111;36;82;77;128;35;124;43
2021-01-02;2532;1233;1299;980;279;1273;55;99;111;87;245;143;88;40;102;79;154;93;78;197;169;142;95;64;157;115;90;17;59;53
2021-01-03;2387;1142;1245;1042;254;1091;40;123;75;33;108;87;128;63;125;161;146;52;169;159;127;92;132;95;159;95;86;33;44;53
2021-01-04;3994;1955;2039;1660;409;1925;80;150;129;180;305;215;127;60;211;146;226;182;181;210;251;112;185;144;203;214;150;90;113;130
2021-01-05;5991;2822;3169;2251;516;3224;66;220;163;238;452;407;378;43;527;388;247;131;184;266;350;179;289;289;288;272;197;78;214;125
2021-01-06;3974;1901;2073;1520;443;2011;74;196;153;76;240;261;222;51;259;257;265;42;154;185;129;155;208;96;240;213;150;73;174;101
2021-01-07;5254;2575;2679;2207;499;2548;62;152;216;200;330;277;271;43;346;227;412;151;197;250;264;236;273;279;247;226;249;103;110;133
2021-01-08;6872;3360;3512;2559;620;3693;75;276;186;230;483;437;386;58;495;374;325;223;173;414;403;127;330;294;355;346;213;133;350;184
2021-01-09;5643;2632;3011;2363;549;2731;97;177;214;204;263;263;293;69;381;336;460;187;140;160;270;194;260;182;381;325;284;141;176;186
2021-01-10;3519;1686;1833;1454;292;1773;46;100;134;114;281;178;161;60;117;217;314;96;148;187;149;150;115;171;207;152;141;77;60;144
2021-01-11;6287;3050;3237;2947;552;2788;118;181;226;206;410;320;248;65;321;264;282;141;242;311;339;277;426;345;334;295;265;155;246;269
2021-01-12;8213;3877;4336;3219;767;4227;93;317;300;277;516;499;501;93;567;404;546;244;206;387;382;197;371;326;493;409;349;188;250;298
2021-01-13;8237;3938;4299;3335;784;4118;114;303;320;310;712;430;441;87;497;436;453;211;187;292;418;365;339;444;424;484;192;207;295;275
2021-01-14;8198;3905;4293;3392;799;4007;94;340;320;247;497;475;519;56;525;484;494;132;266;368;337;239;478;423;593;413;271;135;255;237
2021-01-15;9673;4549;5124;4189;1054;4430;140;488;383;275;571;506;546;79;553;508;474;169;294;461;528;329;451;475;551;567;434;215;330;345
2021-01-16;6272;3031;3241;2510;508;3254;88;181;227;164;504;268;544;47;305;277;305;156;173;430;299;188;292;224;424;335;281;108;266;186
2021-01-17;4782;2403;2379;2173;450;2159;55;149;223;92;169;220;149;60;189;309;331;148;159;455;180;114;269;263;365;267;201;119;59;237
2021-01-18;6520;3179;3341;2804;742;2974;123;285;258;280;393;340;207;79;338;450;289;210;216;253;388;224;270;295;345;323;207;208;211;328
2021-01-19;8166;3919;4247;3491;664;4011;99;292;243;232;523;448;449;76;623;411;415;251;169;332;404;397;410;473;511;413;248;234;281;231
2021-01-20;8372;3931;4441;3415;987;3970;86;475;370;286;631;444;486;59;491;494;425;118;215;321;300;259;445;434;470;427;353;229;270;284
2021-01-21;8517;4114;4403;3648;853;4016;128;352;327;250;627;541;392;92;615;443;259;248;252;322;345;289;429;516;676;475;281;186;272;200
2021-01-22;7561;3614;3947;3402;799;3360;101;371;292;216;340;425;321;63;401;394;440;203;213;244;394;272;343;448;479;463;304;217;348;269
2021-01-23;4890;2344;2546;2219;508;2163;57;227;203;139;280;283;173;45;329;162;256;154;75;212;147;178;246;304;443;304;189;139;151;194
2021-01-24;3558;1725;1833;1662;259;1637;45;48;161;73;220;159;196;36;146;230;269;92;43;151;116;82;149;176;256;348;169;86;70;237
2021-01-25;5435;2681;2754;2311;616;2508;66;267;251;146;417;326;257;31;337;210;235;175;162;214;178;231;299;233;320;247;171;225;192;245
2021-01-26;6800;3296;3504;2891;743;3166;76;361;277;231;357;368;362;16;551;375;371;219;169;137;364;231;336;431;443;373;243;130;207;172
2021-01-27;6993;3325;3668;3001;624;3368;67;297;225;154;549;366;442;56;485;463;293;187;174;204;189;229;307;448;543;471;252;157;203;231
2021-01-28;6046;2938;3108;2540;507;2999;63;246;168;140;432;413;251;41;456;394;207;182;149;253;209;156;272;427;248;382;218;216;259;264
2021-01-29;5563;2593;2970;2341;583;2639;73;274;204;153;361;291;441;35;340;323;252;142;127;164;186;150;321;378;390;296;199;141;168;154
2021-01-30;3846;1803;2043;1685;390;1771;31;159;185;80;222;157;238;37;318;286;105;29;91;187;107;107;159;114;443;214;107;128;127;215
2021-01-31;2169;1017;1152;944;150;1075;34;54;62;33;38;87;54;22;156;175;139;76;37;266;22;103;66;165;138;45;110;126;29;132
2021-02-01;3089;1520;1569;1211;392;1486;53;164;151;59;225;190;201;15;203;159;155;131;58;97;106;82;114;205;165;147;111;120;74;104
2021-02-02;4268;2042;2226;1654;426;2188;50;185;141;122;249;229;248;15;327;256;229;127;112;250;148;117;182;261;250;172;118;110;185;185
2021-02-03;4059;2020;2039;1617;402;2040;31;202;144;88;321;176;221;18;373;234;132;127;68;246;112;84;186;288;343;195;101;108;129;132
2021-02-04;3166;1540;1626;1361;350;1455;36;186;112;59;170;180;174;20;251;190;89;76;123;159;76;99;113;206;234;172;123;122;103;93
2021-02-05;2793;1327;1466;1203;285;1305;44;158;77;77;178;178;180;10;202;174;88;53;69;74;94;64;104;181;235;143;80;92;97;141
2021-02-06;1707;828;879;705;250;752;11;103;124;45;120;51;61;7;97;135;32;42;30;102;29;69;67;68;98;96;54;90;72;104
2021-02-07;632;294;338;324;40;268;5;17;18;15;11;21;19;13;24;48;16;12;24;76;9;16;41;40;62;16;44;38;13;34
2021-02-08;1537;734;803;500;237;800;22;130;81;36;108;79;97;10;140;82;81;41;44;85;42;39;47;94;52;61;52;19;45;50
2021-02-09;1750;802;948;637;183;930;20;80;79;37;143;110;119;5;142;125;50;34;34;89;36;42;56;81;108;84;46;69;80;81
2021-02-10;1461;689;772;566;159;736;15;76;56;61;109;79;74;11;116;131;61;33;45;50;23;38;61;83;90;82;40;68;23;36
2021-02-11;1212;586;626;427;153;632;15;77;57;42;82;74;95;4;96;78;34;33;35;53;35;29;53;57;57;51;27;32;45;51
